artistId,artistName
14757,Black Moon
14954,Rodney P
14956,Rasco
15585,Dee Nasty
15588,Gonzales
15787,Timbuktu
16048,Kilo
16171,Jason Downs
16360,Mario
16409,Omar
16412,MC Solaar
16508,Madlib
16575,KUDO
16627,DJ Skribble
16655,Blondie
16659,Showbiz
16662,DJ Hasebe
16741,Vicious Bass
16755,Force MD's
16756,Whiz Kid
16757,Rock Squad
16763,House Of Pain
16832,The Beatnuts
16968,Harlem Underground Band
16990,Nairobi
17101,Boogie Down Productions
17110,The Neptunes
17212,Robbie Williams
17477,Jurassic 5
17489,Desert Eagle Discs
17498,Tolga
17502,The Streets
17531,Afrika Bambaataa
17550,Sugarhill Gang
17551,The Gap Band
17587,Method Man
17594,Big Daddy Kane
17638,M. Doc
17829,Channel Live
17897,Camp Lo
17900,Mobb Deep
17901,Frankenstein
17905,Mr. Complex
17923,Gayle Lynne
18119,DJs Wally & Swingsett
18123,Kool Keith
18133,Freestyle Fellowship
18140,Mumbles
18200,West Street Mob
18201,C-Bank
18231,Fugees
18310,Motion Man
18311,Moka Only
18324,Jaheim
18342,Shade Sheist
18508,Krumb Snatcha
18684,Biz Markie
18844,Henry Rollins
18956,Stevie Wonder
18986,Nubian Crackers
19098,Cage
19112,Indopepsychics
19414,Maseo
19699,Afrika Bambaataa & The Jazzy 5
19701,Melle Mel
20389,Jon B
20506,Caveman
20542,Zulu Nation
20560,Manu Dibango
20590,Grandmaster Flash & The Furious Five
20773,Mikah 9
20890,Sweetbox
20897,Teddy Riley
20957,Rick James
20992,All Star
21001,Puff Daddy & The Family
21070,J-Zone
21125,The 45 King
21128,AG
21144,You The Rock
21151,DJ Premier
21291,Bumpy Knuckles
21704,Boogie Boys
21715,Grandmaster Flash
21716,Sir Mix-A-Lot
21731,Nelly Furtado
21742,Jay-Z
21787,Macy Gray
21910,The Real Roxanne
21913,T La Rock
21916,Beatmaster T
21918,Duke Bootee
21920,DJ Scott La Rock
21921,D-Nice
21991,Sia
21993,Sisqo
22008,Destiny's Child
22028,3LW
22428,Bahamadia
22650,Suiken
22757,Luther Vandross
22805,Scare-Electric
22877,Rakim
22879,Takagi Kan
22910,O.C.
22915,Afrika Islam
22935,DJ Muggs
23005,CJ Mackintosh
23045,Jam Master Jay
23265,Outsidaz
23624,ADL
24040,Amel Larrieux
24072,Bootsy Collins
24205,Dilated Peoples
24208,Quasimoto
24211,Declaime
24212,Medaphoar
25058,MF Doom
25141,T Love
25261,Al Green
25495,RZA
25650,Mud Fam
25654,MCD
25666,Lateef The Truth Speaker
25670,Quannum MC's
25775,Souls Of Mischief
25777,Diamond D
26232,Tyrone Brunson
26233,Time Zone
26245,Big Kap
26246,Funkmaster Flex
26258,Easy L.G.
26370,MC G.L.O.B.E.
26445,Bad Boys
26592,Foxy Brown
26713,Dru Hill
26912,Falco
26918,Missy Elliott
26931,Yeshua daPoED
26936,Apathy
26942,Blu Rum 13
26996,Daddy-O
27341,Dan The Automator
27555,Diverse
27658,Blue Black
27811,C.L. Smooth
27812,Malik B.
27813,Big Shug
27986,Sérgio Mendes
28077,Cannibal Ox
28104,Aesop Rock
28105,Illogic
28209,Public Enemy
28271,John Forte
28496,Fresh Gordon
28579,Kut Masta Kurt
28738,Mya
28928,Propaganda (2)
29058,Gang Starr
29059,Grand Puba
29241,Wise Intelligent
29902,Melaaz
30011,Brand Nubian
30017,Pete Rock & C.L. Smooth
30021,Dream Warriors
30169,Sens Unik
30219,Jemini
30542,Whitney Houston
30617,Hurby Luv Bug
30674,Dave Matthews Band
30908,E.F. Cuttin'
30998,DJ Cheese
31008,Christopher Williams
31011,Guy
31275,Boca 45
31518,Red Alert
31712,Del Tha Funkee Homosapien
31715,Sadat X
31751,Brandy (2)
31752,Angie Stone
31777,Pharoahe Monch
31995,Fat Jon
31996,Induce
32000,Dave Ghetto
32143,A-Trak
32215,Copywrite
32296,Jel
32416,Bell Biv Devoe
32417,Hi-Five
32446,Da Beatminerz
32520,Teena Marie
32551,Brother D
32675,JL
33373,Jay Dee
33417,Sparky D
33517,Taïro
33534,Mariah Carey
33815,Ray J
33856,Three Times Dope
34215,Planet Asia
34220,Rhettmatic
34224,J Rocc
34225,Shortkut
34335,M.C. Ricky D
34413,Frank Delour
34481,Son Of Bazerk
34567,Arrested Development
35025,The Unspoken Heard
35125,Timbaland
35134,Chantay Savage
35135,Puff Daddy
35333,Dudley Perkins
35346,Captain Rapp
35525,Abstract Rude
35527,Headnodic
35534,Isosceles
35536,Swollen Members
35646,Will I Am
35746,LL Cool J
35848,Q-Tip
36099,Da Brat
36100,Ludacris
36112,Lighter Shade Of Brown
36158,Gwen Stefani
36402,Naomi Campbell
36516,SuperPower
36527,David Guetta
36603,Carly Simon
36621,MC Hammer
36628,Harold Faltermeyer
36711,Budo
37046,Monyaka
37098,Main Flow
37197,The Third Degree
37198,Smokey Dee
37233,Brian & Tony Gold
37234,Shabba Ranks
37253,Grap Luva
37308,Mr. Lif
37343,DJ Z-Trip
37773,Mum's The Word
37863,DJ Nu-Mark
37905,Cypress Hill
37906,Busta Rhymes
37907,Silkk The Shocker
37908,Fabolous
37909,Jadakiss
37910,Trina
37912,Bubba Sparxxx
37913,Mystikal
38238,Ultramagnetic MC's
38253,Godfather Don
38256,Choclair
38379,Salt 'n' Pepa
38497,The Whooliganz
38514,Renard With No Regard
38561,Outkast
38661,Eminem
38854,Brian Harvey
38855,Donell Jones
38905,Alicia Keys
39015,Ol' Dirty Bastard
39167,Chief Xcel
39293,Tina B
39295,Supreme Dream Team
39376,Frankie Cutlass
39454,Tweet
39455,Ashanti
39600,Flea
39655,Afu-Ra
39659,Yarah Bravo
39664,Promoe
39666,Slug
39713,Edan
39740,MC Duke
39827,3rd Bass
39829,Onyx
39833,Montell Jordan
39834,Nikki D
39837,Warren G
39838,Erick Sermon
39839,South Central Cartel
39908,Talib Kweli
39909,Hi-Tek
39946,Estelle
39947,Styly Cee
39954,Ty
39955,Shortee Blitz
39956,Big L
40234,Carlos Bess
40347,Lil' Mo
40399,Kool Moe Dee
40426,Camu Tao
40433,Ill Bill
40444,Mike Nardone
40445,Large Professor
40472,Jimmy Jay
40585,Danny Red
40792,"Royce Da 5'9"""
40915,Fu-Schnickens
40921,Ambersunshower
41219,Tranquilizing Preview
41233,Jazzy Jay
41239,Treacherous Three
41263,Osé
41266,Full Force
41279,Fab 5 Freddy
41304,Davy D
41441,Bob Marley
41687,Rishi Rich
41749,Dre
41767,Keith Sweat
41769,Funky DL
41922,Monica
42110,Bounty Killer
42149,Fanatik
42157,Phife Dawg
42232,"Eddie ""D"""
42412,Black Star
42423,Maroons
42626,Paid & Live
42627,Lauryn Hill
42668,Emanon (2)
43011,MC Lyte
43020,Patra
43063,DRM
43128,Romeo
43169,Mnemotrauma
43174,Sixtoo
43315,MC Shy D
43317,MC ADE
43415,Shaquan
43796,Tyme
43910,Big Head
43960,DJ Marius No. 1
44196,MC Connection
44360,Josh Martinez
44390,El Da Sensei
44391,Evidence (2)
44392,Craig G
44399,Mike Zoot
44661,U.N.I.
44944,D'Angelo
44958,Ghostface Killah
44983,Tuff Crew
45041,MC Miker G
45044,Rob Base
45046,Gwen Dickey
45047,Poor Righteous Teachers
45052,Tammy Lucas
45094,Tamia
45095,Trick Daddy
45241,Cappadonna
45534,Johnny Gill
45550,Skeme
45551,Extremists
45556,Rosita Lynch
45557,Silent Eclipse
45744,Chali 2na
45746,Jaguar Wright
45963,The Rock Steady Crew
46233,Bobby Brown
46271,Royal Ron
46277,Robbie B
46281,Rob Base & DJ E-Z Rock
46282,J.V.C. F.O.R.C.E.
46283,Levi 167
46324,Harry Love
46331,Life (2)
46333,Skinnyman
47052,Def Cut
47076,DJ Q-Bert
47309,Dead Prez
47512,The Isley Brothers
47573,Dj Grazzhoppa
47603,The Sequence
47802,Masters Of Illusion
48057,The Nextmen
48106,Unsung Heroes
48284,The Last Poets
48354,Tony Touch
48423,MC Shan
48435,Lost Boyz
48506,Sole
48604,Devin The Dude
48745,"Elizabeth ""Yummy"" Bingham"
48860,Craig Mack
48865,Kool & The Gang
49074,Sir Menelik
49187,Christina Milian
49292,Pacewon
49294,Soulsonic Force
49311,Brooke Russell
49312,Gentleman
49466,Mr. Live
49884,Apache Indian
50116,Joz One
50127,Nick Wiz
50128,Old World Disorder
50200,Wyclef Jean
50430,The Escape Artists
50513,Dr. Dre
50514,KRS-One
50575,Hausmarke
50576,Max Herre
50577,Ferris MC
50578,Stieber Twins
50581,Zhané
50595,DaNaCeE
50662,M.O.P.
50677,Styles Of Beyond
50703,Babyface
50706,The Soul Assassins
50718,Die Fantastischen Vier
50722,Freundeskreis
50729,Tropf
50782,Verb
50997,Nas
51039,Tom Jones
51065,Rammellzee
51087,Total
51158,Roc Raida
51188,Paris (2)
51216,Rahzel
51267,702
51271,Faith Evans
51272,Black Rob
51352,Too Short
51368,Nelly
51369,Ja Rule
51371,Afrob
51372,Smudo
51617,BMS
51636,Priscilla Jones
51650,Massive Töne
51655,DJ T-Rock
51978,Kool Chip
51984,Jennifer Lopez
51988,Fat Joe
52172,Tommy Tee
52272,MC Miker G. & DJ Sven
52378,Psycho Les
52707,Kinderzimmer Productions
52816,Mack 10
52817,Royal Flush
52835,Beyoncé
52848,K7
52898,Phase 5 (2)
53047,Louie Louie
53077,R.O.C.
53116,Killer Mike
53119,B-Real
53120,Backbone
53121,Big Gipp
53127,Sleepy Brown
53163,Master Fuol
53164,Tash
53193,Vast Aire
53249,Gennessee
53257,Mathematik
53336,"Eric ""IQ"" Gray"
53341,Einstein (2)
53360,Capone -N- Noreaga
53438,Das Bo
53485,Doug E. Fresh
53527,Buckethead
53529,D-Styles
53530,DJ Flare
53566,Akrobatik
53608,Aceyalone
53627,Fat Lip
53965,DJ Dez
54092,Sirens
54186,Adina Howard
54192,Radar (2)
54206,Siah
54211,Chuck D
54567,General Degree
54619,Group Home
54813,Carl Thomas
54871,Steady B
55076,Chris Ballin
55264,One-T
55726,Baybe
55753,Les Nubians
56534,Blak Twang
56535,Joni Rewind
56575,Krayzee
56684,Techmaster P.E.B.
57103,Elton John
57160,Fettes Brot
57470,Insight (2)
57471,Jean Grae
57492,Gigolo Tony
57494,Byron Davis & The Fresh Krew
57508,2Mex
57509,Awol One
57510,Tommy V
57640,Daddy Freddy
57715,Globe
57765,Atmosphere (2)
57770,Cee-Lo
57772,Glenn Lewis
57800,Fat Jack
57899,Artifacts
57979,J. Rawls
58014,Elephant Man
58137,King Shameek
58209,Z-Man
58350,Anouk
58435,12 Gauge
58533,Jay Supreme
58554,Murs
58593,Buckwild
58683,Blak Forest
58708,Kool DJ E.Q.
58757,Mr. Thing
59036,Organism 12
59037,PST/Q
59048,Maylay Sparks
59176,DJ Jazzy Jeff
59551,Terry Burrus
59578,E-La
59769,DMX
59785,Babu
59872,Easy Mo Bee
60316,Vicki Sue Robinson
60479,Galaxxy
60580,James Last
60650,Clueso
60753,Spezializtz
60754,Mc Rene
60978,Jermaine Dupri
61284,Organized Konfusion
61398,Kelly Price
61536,Whitehouse (2)
61606,S.P.I.
61671,T-Ski Valley
61701,M.C.M.
61830,Thomas Rusiak
61831,PeeWee (2)
61833,Eye N´I
61920,Mr. Vegas
62123,Get Some Crew
62125,MC Nas-D
62130,Freak Nasty
62133,DJ Nasty Knock
62134,Luke
62139,Splack Pack
62144,Poison Clan
62148,The Dogs
62571,DJ Quik
62572,Rockwilder
62804,Sabrina Setlur
62919,Khaled
63106,MC Jeffox
63338,Tim Dog
63347,Spyder-D
63678,The Real Dynamic Duo
63774,Eightball & M.J.G.
63839,Xavier Naidoo 
63840,D-Flame
63978,Nappy Roots
64229,Bass Patrol
64323,E-Life
64348,Zack de La Rocha
64692,DJ Yoda
64774,Daddy Kev
65048,Lord Finesse
65049,Notorious B.I.G.
65080,Oh No
65081,Defari
65168,This Kid Named Miles
65394,The Spin Masters
65869,DJPP
65887,Elisha La'Verne
66008,Flip (3)
66070,M4 Sers
66074,Fresh Celeste
66143,Perverted Monks
66144,Trooper Da Don
66147,Ice-T
66152,Fatman Scoop
66153,Shaquille O'Neal
66154,Kurupt
66292,Big Ace
66417,Ras Kass
66426,Greg Nice
66806,Cunninlynguists
66810,Braille
66817,Celph Titled
66824,Justin Timberlake
67020,L*Roneous
67039,The Lox
67386,Total Kaos
67435,Vanilla Ice
67672,Ms. Jade
67691,DJ Laz
67728,Sway & King Tech
67942,Changing Faces
68309,Inspectah Deck
68736,The Get Funky Crew
69131,Da Rock
69200,Victor Flores
69205,Lady D
69210,Lakim Shabazz
69211,Cold Crush Brothers
69237,Charles Simmons
69273,Wordsworth
69387,Oran 'Juice' Jones
69544,Das EFX
69773,HannaH
70102,DJ MK
70351,The Furious Five
70379,Kool Kyle The Starchild
70398,D.C. Scorpio
70424,Big Al (2)
70571,M1 (2)
70867,Princess Superstar
71173,Steve Austeen
71175,DJ Krooger
71187,Kulcha Don
71204,Tatwaffe
71256,Blumentopf
71651,Zion I
71680,Akinyele
72025,Raven
72041,R'n'G
72087,Nuttin' Nyce
72427,L.I.F.E. Long
72461,Raphael Saadiq
72742,Black Radical MKII
72846,Jamal
72884,The David Fascher Project
73036,Daddy Boastin
73142,Roger Troutman
73255,Reflection Eternal
74169,Will Smith
75127,Cowboy
75187,The 2 Live Crew
75253,Ill Will
75542,Keith Murray
75973,Eric Williams
75982,Lil' Dee
76017,Bobby Jimmy And The Critters
76037,Project Pat
76073,Eazy-E
76242,E-40
76276,Lazy & Lisa
76484,Horror City
76486,Superstar (2)
76487,Chris Rock
76490,Everlast
76894,The Roots
76911,Prince Ital Joe
77180,Grandmaster Melle Mel
77522,Joe
77755,Supernatural (2)
77855,Christina Aguilera
77859,TLC
77860,Koffee Brown
77923,Sway
78193,Organized Noize
78325,Big Ali
78349,Tyrese
78643,Shadowman
78659,Dizzee Rascal
78711,Bald Head Slick
78749,Serum (3)
79104,Terri & Monica
79185,Future Rock
79187,DJ Skizo
79326,Chris Stein
79340,Carlos Santana
79578,50 Cent
79703,Joe Beats
79733,Khia
79745,S.L. Troopers
79759,Black Eyed Peas
79763,Molemen
79766,Eternia
79942,Le Juan Love
79986,Jazzyfatnastees
80040,DXJ
80058,Gemini (3)
80105,The Get Fresh Girls
80200,LMNO (2)
80325,Bone Thugs-N-Harmony
80402,DJ Noodles
80569,Blu (2)
80570,Elzhi
80658,Shabaam Sahdeeq
80687,Invincible (2)
80688,Karriem Riggins
80748,True Mathematics
80799,King MC
80809,DJ Scientist
81052,Rayvon
81056,MC Eiht
81057,Chace Infinite
81109,The Black Flames
81110,Poppa Ron Love
81201,Texta
81206,Beanie Sigel
81373,Yvette Michele
81418,Illo 77
81419,DJ Tomekk
81700,Amil
81951,World's Famous Supreme Team
82068,Asheru
82540,Super 3
82565,Jewel-T
82663,Hijack (2)
82679,Supreme (2)
82689,King Tee
82690,Bobby Jimmy
82693,The High & Mighty
82702,R.A. The Rugged Man
82722,Opio
82735,Spinners
82763,Pow Wow
82784,Scorpio (3)
82785,K Love
82787,Super Nature
82833,Icy Bro
82909,Hannibal Stax
82924,Smut Peddlers
82946,DJ Drez
82947,The Grouch
82948,Eligh
82974,Buc Fifty
82983,Saafir
83004,Rob O
83051,Problemz
83055,El Gant
83097,Young Zee
83143,Pebbles
83256,Aaron Skyy
83520,Eißfeldt
83595,Dice Raw
83826,Krown Rulers
83978,Matrix (6)
84159,Concept (2)
84309,Meli
84310,Skills En Masse
84875,Torch
84908,Beatboxing Vol. 1.0
85360,95 South
85382,Gore-Tex
85389,Osumi
85390,S-Word
85392,Macka-Chin
85887,Insane Clown Posse
85940,Paleface
86303,AMP Live
86435,Seanie T.
86464,Moses Pelham
86470,Azad
86473,Illmat!c
86475,Bruda Sven
86476,Cassandra Steen
86482,J-Luv
86495,Master P
87125,69 Boyz
87216,La Mazz
87450,Sky (2)
88270,Cash Crew
88351,Sidney
88398,Samy Deluxe
88690,DJ Doc
88743,Girl Talk
88760,Ed Lover
89012,10 K.A.N.S.
89475,Jake One
89618,Michael Jeffries
89865,Jedi Mind Tricks
89866,Shabazz The Disciple
90010,King Sun
90013,J.U.I.C.E.
90037,Pharrell Williams
90181,DJ Zeph
90440,Deichkind
90640,Toddy Tee
90644,Hurt 'Em Bad
90675,DJ Dynamite
90731,Flipmode Squad
91533,Droop Capone
91534,Case
91623,Billy Lawrence
92225,Esoteric (2)
92281,Loon
92897,Charli Baltimore
92898,Cam'Ron
92901,Syleena Johnson
93245,Phantom (2)
93425,Cosmic
93580,Cesare
93614,Jonell
93616,Buckshot
93661,Koolade
93671,Lord Have Mercy
93780,Mad Lion
94106,Ice Cream Tee
94107,Nico Suave
94122,Abdominal
94131,David P.
94385,Cy Young
94965,Sleepwalker (3)
94996,Stevie J
94999,Mocha
95002,Damizza
95003,Krayzie Bone
95080,Shawnna
95659,Main Concept
96151,Gina Thompson
96155,HI-C
96395,Kymani Marley
96513,Kev E Kev
96522,Cool C
96696,DJ Double S
96826,Tone Loc
96954,Antoinette
97078,Audio Two
97139,Usher
97356,Frankie Hi-NRG MC
97515,Brian McKnight
97633,Twigy
97650,Cocoa Brovaz
97658,Mase
97743,Doppelkopf
97838,Jehst
97976,Scha Dara Parr
98201,Fabe
98207,Wayne-O
98423,Kaliphz
98456,INOJ
98498,Kelly Rowland
98563,Musiq
98629,Ms. Melodie
99024,Mukupa
99172,Shing02
99379,DJ Life
99384,Deeskee
99512,Brother Marquis
99663,Father MC
99664,The Microphone Prince
99679,Clipse
99680,Roscoe
99803,Lord Digga
99965,Yo-Yo
100199,OnAnOn
100200,Dike
100215,Mr. Akil
100244,Paolo 77
100248,City Nord
100252,Phantom Black
100253,Slang Daddy
100255,Bintia
100257,Ole
100259,Skunk Funk
100261,Prophets Empire
100276,Rascalz
100290,Terence Chill
100292,Kool Savas
100293,RAG
100558,Raekwon
100593,DJ 'Sugar' Kane
100610,Phantasm (2)
100745,Westside Connection
100751,AMG
100752,2Pac
100756,Daz Dillinger
100757,Above The Law
100864,Asia Born
100938,Skam (2)
100953,Skratch Bastid
100962,Jesse Dangerously
101028,Phil Collins
101346,808 Mafia
101545,Ruff Ryders
101746,4th Disciple
101844,Ron G
101960,Evil Dee
102373,D.J. M.B.
102819,Eclipse 427
102865,Nine
103257,Liferexall
103267,Existereo
103268,Gel One
103272,Neila
103312,Choice MC's
103384,Brixx
104468,DJ Amir
104601,Big P
104618,Sugar Soul
104741,MC Tee
104753,Novel
104944,DL
105157,DJ Dolbee
105343,Rappers Against Racism
105348,Big Willie Smith
105368,Tandem (2)
105450,Karyn White
105451,Al B. Sure!
105453,El DeBarge
105456,Rah Digga
105661,Tame One
105693,Yukmouth
105728,Hole (2)
105902,Ralph Tresvant
106523,Grandmaster Caz
106562,Jazzy John
106719,Grand Agent
106720,Paul Nice
106752,The Cenobites
106753,Bobbito
106892,Sizzla
106990,Mood
107075,Teenage Fanclub
107192,Dany Dan
107195,113
107303,DJ Supreme (3)
107305,The Masters Of Funk
107306,DJ Hype (2)
107386,Paula Perry
107491,MC Serch
107751,Doctor Ice
107769,Scarface (3)
107771,E-A-Ski
108184,Slim Shady
108262,Ize 1
108542,4-Zone
108618,No I.D.
108619,PMD
108620,dj honda
108622,Dru Down
108623,Mac Mall
108722,Limp Bizkit
108790,Snuky Tate
108856,K-Ci
108897,Damian Marley
108940,Rappin' 4-Tay
108968,DJ Spinbad
109129,Danger Mouse
109333,Rampage (2)
109335,Consequence (2)
109338,Rohff
109392,IAM
109394,K-Reen
109395,Lord Kossity
109396,Busta Flex
109397,Cut Killer
109399,Les Sages Poetes De La Rue
109400,Passi
109401,Lady Laistee
109513,Petey Pablo
109564,Dennis Rodman
109799,K-OS
109830,Sticky Fingaz
109832,Nate Dogg
109936,Frank T
110153,Sy Scott
110154,Kokane
110156,Kardinal Offishall
110262,Travis Blaque
110359,"Lisa ""Left Eye"" Lopes"
110398,Mister Cee
110418,Efe
110595,General Jeff
110744,Verbal
110745,Ai (2)
110747,Dabo
110844,P. Diddy
110977,Ginuwine
111138,El Fresh
111139,Speakerhead
111476,Mario Winans
111502,Sean Paul
111506,Lil' Flip
111519,The Taxi Gang
111523,Stretch Armstrong
111604,Michael Marshall
111676,U-George
112039,Peter Andre
112569,DJ Abdel
112737,Kid Capri
112738,Showbiz & A.G.
112745,Nona Gaye
112754,Angie Martinez
112786,Miami Boyz
112795,BoA
112801,Kumi Koda
112968,Lil' Fame
113191,Tak
113390,Tommy Gunn
113397,Kurious
113453,Jazzy J
113467,Angela Winbush
113468,Layzie Bone
113469,Bizzy Bone
113470,112
113497,Tha Dogg Pound
113498,Danny Boy
113499,Dat Nigga Daz
113583,Juelz Santana
113643,Delta (6)
113673,Dionne Warwick
113994,DJ Eddie F
114329,Sporty Thievz
114381,Killa Sin
114649,Redd Angel
114823,Lil' Kim
114916,Steve Gordon
114919,Truth Hurts
115410,T.O.C.
115648,Liverpool F.C.
115667,Super Kids
115722,Blade (3)
115725,MC Trip
115760,Skin Deep (2)
115941,Charlie Wilson
116149,Paradime
116227,Soopafly
116229,Mr. Kane
116237,Amerie
116348,David Banner
117020,Simply Majestic
117334,Che Fu
117529,Simon Vegas
117541,DJ Hollywood
117593,Anonymous (7)
117845,Jaylib
117896,Substance Abuse
118162,Yard
118228,Schwester S.
118648,Prince Po
119104,Adolphson-Falk
119142,Terror Squad
119250,P.M. Sampson
119439,Blahzay Blahzay
119629,Extrema
119895,DJ Freeze (2)
120009,Lumidee
120190,The Product G&B
120236,Disco Rick
120307,Lil' Jon
120527,Big Noyd
120826,Eve (2)
120911,Malcolm X
121440,Lonzo
121443,Alliance (2)
121627,P-Money
121637,Savage (2)
121765,Trackmasters
122053,B-Kool
122088,Cappo
122090,Kashmere
122129,Tom Caruana
122133,Chrome (6)
122206,Dacia
122347,Vitamin C
122417,Solé
122418,Jazze Pha
122750,Darth Fader
123698,Val Young
123981,Despot
123982,Greenhouse Effect
123984,Hipsta
124603,Sylvia Simone
124642,II Tone Committee
124890,Mystique (3)
124892,Percee P
125518,B.E.W.A.R.E.
125634,Psycho Realm
125636,Mr. Brady
125772,DJ Friction (2)
125912,Casual
126035,Frank White
126064,Memphis Bleek
126072,Styles P
126073,N.O.R.E.
126111,Akhenaton
126113,K-Rhyme Le Roi
126119,Bouga
126157,Obie Trice
126320,Dis 'N' Dat
126433,Canibus
126771,Wolfpak
126813,Today
126817,Keisha Jackson
126833,Rama
126962,RMR
126976,G-Dep
127199,Falk (2)
127785,Mother Superia
127836,Mr. Tan
128074,The Wax Fondler
128087,Defisis
128173,Hurricane (2)
128394,DJ Polo
128642,The 3 Knights
129073,Rappin' Is Fundamental
129792,Red Hot Lover Tone
129855,MoSS (5)
129868,Baka Boyz
130210,Brainpower
130532,The Rapsody
130930,Ill Al Skratch
130964,Bow Wow
131127,DJ Skully
131775,Jay Sean
131960,JT Money
131961,Pastor Troy
132021,Standing Ovation
132084,Snoop Dogg
132136,Otis Redding
132321,Wayne Wonder
132882,Stylz
132944,Positive K
133237,Chuck Chillout
133345,Mr. Eon
133456,Pauly Yamz
133460,Oddisee
133462,Flo Brown
133477,Gagle
133624,Mysonne
133640,No Good But So Good
133768,Big Punisher
133771,Black Ty
133775,Clee
133866,UGK
133869,Twista
133877,Drag-On
133881,Ricky Bell
133981,DJ Slynke
134073,Cheb Mami
134136,Prodigy
134181,Doctor J.R. Kool
134219,Lamplighter
134391,DJ Fase
134398,Doctor Rocx and Co.
134438,Havoc (3)
134871,Cuban Link
134875,Dug Infinite
134880,Boot Camp Clik
134904,Top Dog
134987,Lil' Romeo
135053,Yassi
135575,DJ Chuckie
135888,Mark Sparks
135893,DJ Flexxx
136271,Foster Sylvers
136513,Knoc-Turn'Al
136516,Rell
136806,Baby Doll
136840,Goodie Mob
136842,Infamous Mobb
136900,Akeem The Dream
137012,Melo-D
137204,Slim Thug
137532,Glamour Girls
137538,Grand Creator K-Wiz
137540,Hurby's Machine
137576,Noah23
137602,Big Boi
137603,Juvenile (2)
137604,B.G.
137627,The Criminal Minds
137878,Jagged Edge (2)
137880,Kanye West
137906,Mic Murphy
137978,Andrea Martin
